 v-sweep         v(vin)          v(vout)        
 4.80000000e-01  4.80000000e-01  1.46864915e+00 
 4.81000000e-01  4.81000000e-01  1.46838026e+00 
 4.82000000e-01  4.82000000e-01  1.46810951e+00 
 4.83000000e-01  4.83000000e-01  1.46783688e+00 
 4.84000000e-01  4.84000000e-01  1.46756236e+00 
 4.85000000e-01  4.85000000e-01  1.46728595e+00 
 4.86000000e-01  4.86000000e-01  1.46700763e+00 
 4.87000000e-01  4.87000000e-01  1.46672738e+00 
 4.88000000e-01  4.88000000e-01  1.46644521e+00 
 4.89000000e-01  4.89000000e-01  1.46616108e+00 
 4.90000000e-01  4.90000000e-01  1.46587500e+00 
 4.91000000e-01  4.91000000e-01  1.46558695e+00 
 4.92000000e-01  4.92000000e-01  1.46529691e+00 
 4.93000000e-01  4.93000000e-01  1.46500488e+00 
 4.94000000e-01  4.94000000e-01  1.46471084e+00 
 4.95000000e-01  4.95000000e-01  1.46441478e+00 
 4.96000000e-01  4.96000000e-01  1.46411668e+00 
 4.97000000e-01  4.97000000e-01  1.46381653e+00 
 4.98000000e-01  4.98000000e-01  1.46351433e+00 
 4.99000000e-01  4.99000000e-01  1.46321004e+00 
 5.00000000e-01  5.00000000e-01  1.46290367e+00 
 5.01000000e-01  5.01000000e-01  1.46259519e+00 
 5.02000000e-01  5.02000000e-01  1.46228460e+00 
 5.03000000e-01  5.03000000e-01  1.46197187e+00 
 5.04000000e-01  5.04000000e-01  1.46165700e+00 
 5.05000000e-01  5.05000000e-01  1.46133997e+00 
 5.06000000e-01  5.06000000e-01  1.46102076e+00 
 5.07000000e-01  5.07000000e-01  1.46069937e+00 
 5.08000000e-01  5.08000000e-01  1.46037576e+00 
 5.09000000e-01  5.09000000e-01  1.46004994e+00 
 5.10000000e-01  5.10000000e-01  1.45972189e+00 
 5.11000000e-01  5.11000000e-01  1.45939158e+00 
 5.12000000e-01  5.12000000e-01  1.45905900e+00 
 5.13000000e-01  5.13000000e-01  1.45872415e+00 
 5.14000000e-01  5.14000000e-01  1.45838699e+00 
 5.15000000e-01  5.15000000e-01  1.45804752e+00 
 5.16000000e-01  5.16000000e-01  1.45770572e+00 
 5.17000000e-01  5.17000000e-01  1.45736157e+00 
 5.18000000e-01  5.18000000e-01  1.45701506e+00 
 5.19000000e-01  5.19000000e-01  1.45666617e+00 
 5.20000000e-01  5.20000000e-01  1.45631487e+00 
 5.21000000e-01  5.21000000e-01  1.45596116e+00 
 5.22000000e-01  5.22000000e-01  1.45560502e+00 
 5.23000000e-01  5.23000000e-01  1.45524642e+00 
 5.24000000e-01  5.24000000e-01  1.45488536e+00 
 5.25000000e-01  5.25000000e-01  1.45452180e+00 
 5.26000000e-01  5.26000000e-01  1.45415574e+00 
 5.27000000e-01  5.27000000e-01  1.45378715e+00 
 5.28000000e-01  5.28000000e-01  1.45341602e+00 
 5.29000000e-01  5.29000000e-01  1.45304233e+00 
 5.30000000e-01  5.30000000e-01  1.45266605e+00 
 5.31000000e-01  5.31000000e-01  1.45228717e+00 
 5.32000000e-01  5.32000000e-01  1.45190566e+00 
 5.33000000e-01  5.33000000e-01  1.45152152e+00 
 5.34000000e-01  5.34000000e-01  1.45113470e+00 
 5.35000000e-01  5.35000000e-01  1.45074521e+00 
 5.36000000e-01  5.36000000e-01  1.45035301e+00 
 5.37000000e-01  5.37000000e-01  1.44995808e+00 
 5.38000000e-01  5.38000000e-01  1.44956040e+00 
 5.39000000e-01  5.39000000e-01  1.44915995e+00 
 5.40000000e-01  5.40000000e-01  1.44875671e+00 
 5.41000000e-01  5.41000000e-01  1.44835066e+00 
 5.42000000e-01  5.42000000e-01  1.44794176e+00 
 5.43000000e-01  5.43000000e-01  1.44753001e+00 
 5.44000000e-01  5.44000000e-01  1.44711537e+00 
 5.45000000e-01  5.45000000e-01  1.44669782e+00 
 5.46000000e-01  5.46000000e-01  1.44627735e+00 
 5.47000000e-01  5.47000000e-01  1.44585391e+00 
 5.48000000e-01  5.48000000e-01  1.44542749e+00 
 5.49000000e-01  5.49000000e-01  1.44499807e+00 
 5.50000000e-01  5.50000000e-01  1.44456561e+00 
 5.51000000e-01  5.51000000e-01  1.44413010e+00 
 5.52000000e-01  5.52000000e-01  1.44369150e+00 
 5.53000000e-01  5.53000000e-01  1.44324979e+00 
 5.54000000e-01  5.54000000e-01  1.44280495e+00 
 5.55000000e-01  5.55000000e-01  1.44235694e+00 
 5.56000000e-01  5.56000000e-01  1.44190573e+00 
 5.57000000e-01  5.57000000e-01  1.44145131e+00 
 5.58000000e-01  5.58000000e-01  1.44099363e+00 
 5.59000000e-01  5.59000000e-01  1.44053268e+00 
 5.60000000e-01  5.60000000e-01  1.44006842e+00 
 5.61000000e-01  5.61000000e-01  1.43960082e+00 
 5.62000000e-01  5.62000000e-01  1.43912986e+00 
 5.63000000e-01  5.63000000e-01  1.43865549e+00 
 5.64000000e-01  5.64000000e-01  1.43817770e+00 
 5.65000000e-01  5.65000000e-01  1.43769644e+00 
 5.66000000e-01  5.66000000e-01  1.43721169e+00 
 5.67000000e-01  5.67000000e-01  1.43672341e+00 
 5.68000000e-01  5.68000000e-01  1.43623158e+00 
 5.69000000e-01  5.69000000e-01  1.43573614e+00 
 5.70000000e-01  5.70000000e-01  1.43523708e+00 
 5.71000000e-01  5.71000000e-01  1.43473436e+00 
 5.72000000e-01  5.72000000e-01  1.43422794e+00 
 5.73000000e-01  5.73000000e-01  1.43371778e+00 
 5.74000000e-01  5.74000000e-01  1.43320385e+00 
 5.75000000e-01  5.75000000e-01  1.43268611e+00 
 5.76000000e-01  5.76000000e-01  1.43216453e+00 
 5.77000000e-01  5.77000000e-01  1.43163906e+00 
 5.78000000e-01  5.78000000e-01  1.43110966e+00 
 5.79000000e-01  5.79000000e-01  1.43057630e+00 
 5.80000000e-01  5.80000000e-01  1.43003894e+00 
 5.81000000e-01  5.81000000e-01  1.42949753e+00 
 5.82000000e-01  5.82000000e-01  1.42895203e+00 
 5.83000000e-01  5.83000000e-01  1.42840241e+00 
 5.84000000e-01  5.84000000e-01  1.42784861e+00 
 5.85000000e-01  5.85000000e-01  1.42729059e+00 
 5.86000000e-01  5.86000000e-01  1.42672831e+00 
 5.87000000e-01  5.87000000e-01  1.42616172e+00 
 5.88000000e-01  5.88000000e-01  1.42559077e+00 
 5.89000000e-01  5.89000000e-01  1.42501542e+00 
 5.90000000e-01  5.90000000e-01  1.42443562e+00 
 5.91000000e-01  5.91000000e-01  1.42385133e+00 
 5.92000000e-01  5.92000000e-01  1.42326248e+00 
 5.93000000e-01  5.93000000e-01  1.42266903e+00 
 5.94000000e-01  5.94000000e-01  1.42207092e+00 
 5.95000000e-01  5.95000000e-01  1.42146812e+00 
 5.96000000e-01  5.96000000e-01  1.42086055e+00 
 5.97000000e-01  5.97000000e-01  1.42024816e+00 
 5.98000000e-01  5.98000000e-01  1.41963091e+00 
 5.99000000e-01  5.99000000e-01  1.41900873e+00 
 6.00000000e-01  6.00000000e-01  1.41838156e+00 
 6.01000000e-01  6.01000000e-01  1.41774935e+00 
 6.02000000e-01  6.02000000e-01  1.41711202e+00 
 6.03000000e-01  6.03000000e-01  1.41646954e+00 
 6.04000000e-01  6.04000000e-01  1.41582181e+00 
 6.05000000e-01  6.05000000e-01  1.41516880e+00 
 6.06000000e-01  6.06000000e-01  1.41451042e+00 
 6.07000000e-01  6.07000000e-01  1.41384662e+00 
 6.08000000e-01  6.08000000e-01  1.41317731e+00 
 6.09000000e-01  6.09000000e-01  1.41250244e+00 
 6.10000000e-01  6.10000000e-01  1.41182194e+00 
 6.11000000e-01  6.11000000e-01  1.41113572e+00 
 6.12000000e-01  6.12000000e-01  1.41044371e+00 
 6.13000000e-01  6.13000000e-01  1.40974584e+00 
 6.14000000e-01  6.14000000e-01  1.40904204e+00 
 6.15000000e-01  6.15000000e-01  1.40833221e+00 
 6.16000000e-01  6.16000000e-01  1.40761629e+00 
 6.17000000e-01  6.17000000e-01  1.40689418e+00 
 6.18000000e-01  6.18000000e-01  1.40616580e+00 
 6.19000000e-01  6.19000000e-01  1.40543106e+00 
 6.20000000e-01  6.20000000e-01  1.40468988e+00 
 6.21000000e-01  6.21000000e-01  1.40394217e+00 
 6.22000000e-01  6.22000000e-01  1.40318782e+00 
 6.23000000e-01  6.23000000e-01  1.40242676e+00 
 6.24000000e-01  6.24000000e-01  1.40165886e+00 
 6.25000000e-01  6.25000000e-01  1.40088405e+00 
 6.26000000e-01  6.26000000e-01  1.40010221e+00 
 6.27000000e-01  6.27000000e-01  1.39931324e+00 
 6.28000000e-01  6.28000000e-01  1.39851703e+00 
 6.29000000e-01  6.29000000e-01  1.39771347e+00 
 6.30000000e-01  6.30000000e-01  1.39690245e+00 
 6.31000000e-01  6.31000000e-01  1.39608385e+00 
 6.32000000e-01  6.32000000e-01  1.39525755e+00 
 6.33000000e-01  6.33000000e-01  1.39442344e+00 
 6.34000000e-01  6.34000000e-01  1.39358137e+00 
 6.35000000e-01  6.35000000e-01  1.39273123e+00 
 6.36000000e-01  6.36000000e-01  1.39187288e+00 
 6.37000000e-01  6.37000000e-01  1.39100619e+00 
 6.38000000e-01  6.38000000e-01  1.39013102e+00 
 6.39000000e-01  6.39000000e-01  1.38924721e+00 
 6.40000000e-01  6.40000000e-01  1.38835463e+00 
 6.41000000e-01  6.41000000e-01  1.38745312e+00 
 6.42000000e-01  6.42000000e-01  1.38654252e+00 
 6.43000000e-01  6.43000000e-01  1.38562268e+00 
 6.44000000e-01  6.44000000e-01  1.38469342e+00 
 6.45000000e-01  6.45000000e-01  1.38375458e+00 
 6.46000000e-01  6.46000000e-01  1.38280598e+00 
 6.47000000e-01  6.47000000e-01  1.38184744e+00 
 6.48000000e-01  6.48000000e-01  1.38087876e+00 
 6.49000000e-01  6.49000000e-01  1.37989977e+00 
 6.50000000e-01  6.50000000e-01  1.37891025e+00 
 6.51000000e-01  6.51000000e-01  1.37790999e+00 
 6.52000000e-01  6.52000000e-01  1.37689880e+00 
 6.53000000e-01  6.53000000e-01  1.37587645e+00 
 6.54000000e-01  6.54000000e-01  1.37484270e+00 
 6.55000000e-01  6.55000000e-01  1.37379733e+00 
 6.56000000e-01  6.56000000e-01  1.37274009e+00 
 6.57000000e-01  6.57000000e-01  1.37167073e+00 
 6.58000000e-01  6.58000000e-01  1.37058899e+00 
 6.59000000e-01  6.59000000e-01  1.36949460e+00 
 6.60000000e-01  6.60000000e-01  1.36838728e+00 
 6.61000000e-01  6.61000000e-01  1.36726673e+00 
 6.62000000e-01  6.62000000e-01  1.36613267e+00 
 6.63000000e-01  6.63000000e-01  1.36498476e+00 
 6.64000000e-01  6.64000000e-01  1.36382270e+00 
 6.65000000e-01  6.65000000e-01  1.36264613e+00 
 6.66000000e-01  6.66000000e-01  1.36145471e+00 
 6.67000000e-01  6.67000000e-01  1.36024808e+00 
 6.68000000e-01  6.68000000e-01  1.35902584e+00 
 6.69000000e-01  6.69000000e-01  1.35778761e+00 
 6.70000000e-01  6.70000000e-01  1.35653297e+00 
 6.71000000e-01  6.71000000e-01  1.35526149e+00 
 6.72000000e-01  6.72000000e-01  1.35397272e+00 
 6.73000000e-01  6.73000000e-01  1.35266618e+00 
 6.74000000e-01  6.74000000e-01  1.35134138e+00 
 6.75000000e-01  6.75000000e-01  1.34999781e+00 
 6.76000000e-01  6.76000000e-01  1.34863493e+00 
 6.77000000e-01  6.77000000e-01  1.34725216e+00 
 6.78000000e-01  6.78000000e-01  1.34584892e+00 
 6.79000000e-01  6.79000000e-01  1.34442458e+00 
 6.80000000e-01  6.80000000e-01  1.34297849e+00 
 6.81000000e-01  6.81000000e-01  1.34150995e+00 
 6.82000000e-01  6.82000000e-01  1.34001824e+00 
 6.83000000e-01  6.83000000e-01  1.33850259e+00 
 6.84000000e-01  6.84000000e-01  1.33696219e+00 
 6.85000000e-01  6.85000000e-01  1.33539619e+00 
 6.86000000e-01  6.86000000e-01  1.33380368e+00 
 6.87000000e-01  6.87000000e-01  1.33218371e+00 
 6.88000000e-01  6.88000000e-01  1.33053527e+00 
 6.89000000e-01  6.89000000e-01  1.32885727e+00 
 6.90000000e-01  6.90000000e-01  1.32714858e+00 
 6.91000000e-01  6.91000000e-01  1.32540797e+00 
 6.92000000e-01  6.92000000e-01  1.32363415e+00 
 6.93000000e-01  6.93000000e-01  1.32182572e+00 
 6.94000000e-01  6.94000000e-01  1.31998122e+00 
 6.95000000e-01  6.95000000e-01  1.31809904e+00 
 6.96000000e-01  6.96000000e-01  1.31617750e+00 
 6.97000000e-01  6.97000000e-01  1.31421475e+00 
 6.98000000e-01  6.98000000e-01  1.31220883e+00 
 6.99000000e-01  6.99000000e-01  1.31015761e+00 
 7.00000000e-01  7.00000000e-01  1.30805880e+00 
 7.01000000e-01  7.01000000e-01  1.30590990e+00 
 7.02000000e-01  7.02000000e-01  1.30370823e+00 
 7.03000000e-01  7.03000000e-01  1.30145083e+00 
 7.04000000e-01  7.04000000e-01  1.29913450e+00 
 7.05000000e-01  7.05000000e-01  1.29675573e+00 
 7.06000000e-01  7.06000000e-01  1.29431068e+00 
 7.07000000e-01  7.07000000e-01  1.29179511e+00 
 7.08000000e-01  7.08000000e-01  1.28920436e+00 
 7.09000000e-01  7.09000000e-01  1.28653324e+00 
 7.10000000e-01  7.10000000e-01  1.28377603e+00 
 7.11000000e-01  7.11000000e-01  1.28092631e+00 
 7.12000000e-01  7.12000000e-01  1.27797692e+00 
 7.13000000e-01  7.13000000e-01  1.27491981e+00 
 7.14000000e-01  7.14000000e-01  1.27174586e+00 
 7.15000000e-01  7.15000000e-01  1.26844478e+00 
 7.16000000e-01  7.16000000e-01  1.26500478e+00 
 7.17000000e-01  7.17000000e-01  1.26141237e+00 
 7.18000000e-01  7.18000000e-01  1.25765200e+00 
 7.19000000e-01  7.19000000e-01  1.25370562e+00 
 7.20000000e-01  7.20000000e-01  1.24955211e+00 
 7.21000000e-01  7.21000000e-01  1.24516665e+00 
 7.22000000e-01  7.22000000e-01  1.24051977e+00 
 7.23000000e-01  7.23000000e-01  1.23557622e+00 
 7.24000000e-01  7.24000000e-01  1.23029346e+00 
 7.25000000e-01  7.25000000e-01  1.22461959e+00 
 7.26000000e-01  7.26000000e-01  1.21849069e+00 
 7.27000000e-01  7.27000000e-01  1.21182720e+00 
 7.28000000e-01  7.28000000e-01  1.20452887e+00 
 7.29000000e-01  7.29000000e-01  1.19646807e+00 
 7.30000000e-01  7.30000000e-01  1.18692829e+00 
 7.31000000e-01  7.31000000e-01  1.17666390e+00 
 7.32000000e-01  7.32000000e-01  1.16493892e+00 
 7.33000000e-01  7.33000000e-01  1.15138106e+00 
 7.34000000e-01  7.34000000e-01  1.13552276e+00 
 7.35000000e-01  7.35000000e-01  1.11680994e+00 
 7.36000000e-01  7.36000000e-01  1.09465760e+00 
 7.37000000e-01  7.37000000e-01  1.06857400e+00 
 7.38000000e-01  7.38000000e-01  1.03833044e+00 
 7.39000000e-01  7.39000000e-01  1.00408338e+00 
 7.40000000e-01  7.40000000e-01  9.66357325e-01 
 7.41000000e-01  7.41000000e-01  9.25905357e-01 
 7.42000000e-01  7.42000000e-01  8.83547376e-01 
 7.43000000e-01  7.43000000e-01  8.40059113e-01 
 7.44000000e-01  7.44000000e-01  7.96122563e-01 
 7.45000000e-01  7.45000000e-01  7.52318046e-01 
 7.46000000e-01  7.46000000e-01  7.09137408e-01 
 7.47000000e-01  7.47000000e-01  6.67006159e-01 
 7.48000000e-01  7.48000000e-01  6.26309253e-01 
 7.49000000e-01  7.49000000e-01  5.87418636e-01 
 7.50000000e-01  7.50000000e-01  5.50719960e-01 
 7.51000000e-01  7.51000000e-01  5.16629143e-01 
 7.52000000e-01  7.52000000e-01  4.85575132e-01 
 7.53000000e-01  7.53000000e-01  4.57918449e-01 
 7.54000000e-01  7.54000000e-01  4.33817552e-01 
 7.55000000e-01  7.55000000e-01  4.13138507e-01 
 7.56000000e-01  7.56000000e-01  3.95497609e-01 
 7.57000000e-01  7.57000000e-01  3.80397969e-01 
 7.58000000e-01  7.58000000e-01  3.67353232e-01 
 7.59000000e-01  7.59000000e-01  3.55948812e-01 
 7.60000000e-01  7.60000000e-01  3.45854425e-01 
 7.61000000e-01  7.61000000e-01  3.36814535e-01 
 7.62000000e-01  7.62000000e-01  3.28633101e-01 
 7.63000000e-01  7.63000000e-01  3.21159346e-01 
 7.64000000e-01  7.64000000e-01  3.13998453e-01 
 7.65000000e-01  7.65000000e-01  3.07674761e-01 
 7.66000000e-01  7.66000000e-01  3.01745730e-01 
 7.67000000e-01  7.67000000e-01  2.96180799e-01 
 7.68000000e-01  7.68000000e-01  2.90932202e-01 
 7.69000000e-01  7.69000000e-01  2.85962091e-01 
 7.70000000e-01  7.70000000e-01  2.81238933e-01 
 7.71000000e-01  7.71000000e-01  2.76736288e-01 
 7.72000000e-01  7.72000000e-01  2.72431789e-01 
 7.73000000e-01  7.73000000e-01  2.68306362e-01 
 7.74000000e-01  7.74000000e-01  2.64343624e-01 
 7.75000000e-01  7.75000000e-01  2.60529404e-01 
 7.76000000e-01  7.76000000e-01  2.56851366e-01 
 7.77000000e-01  7.77000000e-01  2.53298712e-01 
 7.78000000e-01  7.78000000e-01  2.49861932e-01 
 7.79000000e-01  7.79000000e-01  2.46532616e-01 
 7.80000000e-01  7.80000000e-01  2.43303281e-01 
 7.81000000e-01  7.81000000e-01  2.40167249e-01 
 7.82000000e-01  7.82000000e-01  2.37118528e-01 
 7.83000000e-01  7.83000000e-01  2.34151725e-01 
 7.84000000e-01  7.84000000e-01  2.31261967e-01 
 7.85000000e-01  7.85000000e-01  2.28444834e-01 
 7.86000000e-01  7.86000000e-01  2.25696306e-01 
 7.87000000e-01  7.87000000e-01  2.23012714e-01 
 7.88000000e-01  7.88000000e-01  2.20390702e-01 
 7.89000000e-01  7.89000000e-01  2.17827187e-01 
 7.90000000e-01  7.90000000e-01  2.15319336e-01 
 7.91000000e-01  7.91000000e-01  2.12864533e-01 
 7.92000000e-01  7.92000000e-01  2.10460362e-01 
 7.93000000e-01  7.93000000e-01  2.08104582e-01 
 7.94000000e-01  7.94000000e-01  2.05795114e-01 
 7.95000000e-01  7.95000000e-01  2.03530022e-01 
 7.96000000e-01  7.96000000e-01  2.01307504e-01 
 7.97000000e-01  7.97000000e-01  1.99125873e-01 
 7.98000000e-01  7.98000000e-01  1.96983555e-01 
 7.99000000e-01  7.99000000e-01  1.94879073e-01 
 8.00000000e-01  8.00000000e-01  1.92811040e-01 
 8.01000000e-01  8.01000000e-01  1.90778153e-01 
 8.02000000e-01  8.02000000e-01  1.88779185e-01 
 8.03000000e-01  8.03000000e-01  1.86812982e-01 
 8.04000000e-01  8.04000000e-01  1.84878449e-01 
 8.05000000e-01  8.05000000e-01  1.82974557e-01 
 8.06000000e-01  8.06000000e-01  1.81100328e-01 
 8.07000000e-01  8.07000000e-01  1.79254838e-01 
 8.08000000e-01  8.08000000e-01  1.77437208e-01 
 8.09000000e-01  8.09000000e-01  1.75646606e-01 
 8.10000000e-01  8.10000000e-01  1.73882240e-01 
 8.11000000e-01  8.11000000e-01  1.72143356e-01 
 8.12000000e-01  8.12000000e-01  1.70429235e-01 
 8.13000000e-01  8.13000000e-01  1.68739194e-01 
 8.14000000e-01  8.14000000e-01  1.67072579e-01 
 8.15000000e-01  8.15000000e-01  1.65428766e-01 
 8.16000000e-01  8.16000000e-01  1.63807160e-01 
 8.17000000e-01  8.17000000e-01  1.62207190e-01 
 8.18000000e-01  8.18000000e-01  1.60628310e-01 
 8.19000000e-01  8.19000000e-01  1.59069997e-01 
 8.20000000e-01  8.20000000e-01  1.57531749e-01 
 8.21000000e-01  8.21000000e-01  1.56013084e-01 
 8.22000000e-01  8.22000000e-01  1.54513541e-01 
 8.23000000e-01  8.23000000e-01  1.53032675e-01 
 8.24000000e-01  8.24000000e-01  1.51570060e-01 
 8.25000000e-01  8.25000000e-01  1.50125285e-01 
 8.26000000e-01  8.26000000e-01  1.48697955e-01 
 8.27000000e-01  8.27000000e-01  1.47287688e-01 
 8.28000000e-01  8.28000000e-01  1.45894118e-01 
 8.29000000e-01  8.29000000e-01  1.44516892e-01 
 8.30000000e-01  8.30000000e-01  1.43155667e-01 
 8.31000000e-01  8.31000000e-01  1.41810115e-01 
 8.32000000e-01  8.32000000e-01  1.40479917e-01 
 8.33000000e-01  8.33000000e-01  1.39164766e-01 
 8.34000000e-01  8.34000000e-01  1.37864365e-01 
 8.35000000e-01  8.35000000e-01  1.36578427e-01 
 8.36000000e-01  8.36000000e-01  1.35306673e-01 
 8.37000000e-01  8.37000000e-01  1.34048834e-01 
 8.38000000e-01  8.38000000e-01  1.32804650e-01 
 8.39000000e-01  8.39000000e-01  1.31573868e-01 
 8.40000000e-01  8.40000000e-01  1.30356245e-01 
 8.41000000e-01  8.41000000e-01  1.29151542e-01 
 8.42000000e-01  8.42000000e-01  1.27959529e-01 
 8.43000000e-01  8.43000000e-01  1.26779984e-01 
 8.44000000e-01  8.44000000e-01  1.25612689e-01 
 8.45000000e-01  8.45000000e-01  1.24457435e-01 
 8.46000000e-01  8.46000000e-01  1.23314017e-01 
 8.47000000e-01  8.47000000e-01  1.22182237e-01 
 8.48000000e-01  8.48000000e-01  1.21061901e-01 
 8.49000000e-01  8.49000000e-01  1.19952823e-01 
 8.50000000e-01  8.50000000e-01  1.18854819e-01 
 8.51000000e-01  8.51000000e-01  1.17767713e-01 
 8.52000000e-01  8.52000000e-01  1.16691332e-01 
 8.53000000e-01  8.53000000e-01  1.15625507e-01 
 8.54000000e-01  8.54000000e-01  1.14570075e-01 
 8.55000000e-01  8.55000000e-01  1.13524877e-01 
 8.56000000e-01  8.56000000e-01  1.12489757e-01 
 8.57000000e-01  8.57000000e-01  1.11464565e-01 
 8.58000000e-01  8.58000000e-01  1.10449151e-01 
 8.59000000e-01  8.59000000e-01  1.09443374e-01 
 8.60000000e-01  8.60000000e-01  1.08447092e-01 
 8.61000000e-01  8.61000000e-01  1.07460169e-01 
 8.62000000e-01  8.62000000e-01  1.06482471e-01 
 8.63000000e-01  8.63000000e-01  1.05513868e-01 
 8.64000000e-01  8.64000000e-01  1.04554233e-01 
 8.65000000e-01  8.65000000e-01  1.03603442e-01 
 8.66000000e-01  8.66000000e-01  1.02661373e-01 
 8.67000000e-01  8.67000000e-01  1.01727908e-01 
 8.68000000e-01  8.68000000e-01  1.00802932e-01 
 8.69000000e-01  8.69000000e-01  9.98863303e-02 
 8.70000000e-01  8.70000000e-01  9.89779937e-02 
 8.71000000e-01  8.71000000e-01  9.80778139e-02 
 8.72000000e-01  8.72000000e-01  9.71856850e-02 
 8.73000000e-01  8.73000000e-01  9.63015039e-02 
 8.74000000e-01  8.74000000e-01  9.54251695e-02 
 8.75000000e-01  8.75000000e-01  9.45565827e-02 
 8.76000000e-01  8.76000000e-01  9.36956470e-02 
 8.77000000e-01  8.77000000e-01  9.28422675e-02 
 8.78000000e-01  8.78000000e-01  9.19963516e-02 
 8.79000000e-01  8.79000000e-01  9.11578084e-02 
 8.80000000e-01  8.80000000e-01  9.03265492e-02 
 8.81000000e-01  8.81000000e-01  8.95024867e-02 
 8.82000000e-01  8.82000000e-01  8.86855359e-02 
 8.83000000e-01  8.83000000e-01  8.78756129e-02 
 8.84000000e-01  8.84000000e-01  8.70726361e-02 
 8.85000000e-01  8.85000000e-01  8.62765252e-02 
 8.86000000e-01  8.86000000e-01  8.54872014e-02 
 8.87000000e-01  8.87000000e-01  8.47045877e-02 
 8.88000000e-01  8.88000000e-01  8.39286085e-02 
 8.89000000e-01  8.89000000e-01  8.31591895e-02 
 8.90000000e-01  8.90000000e-01  8.23962582e-02 
 8.91000000e-01  8.91000000e-01  8.16397430e-02 
 8.92000000e-01  8.92000000e-01  8.08895741e-02 
 8.93000000e-01  8.93000000e-01  8.01456827e-02 
 8.94000000e-01  8.94000000e-01  7.94080014e-02 
 8.95000000e-01  8.95000000e-01  7.86764641e-02 
 8.96000000e-01  8.96000000e-01  7.79510058e-02 
 8.97000000e-01  8.97000000e-01  7.72315627e-02 
 8.98000000e-01  8.98000000e-01  7.65180723e-02 
 8.99000000e-01  8.99000000e-01  7.58104730e-02 
 9.00000000e-01  9.00000000e-01  7.51087045e-02 
 9.01000000e-01  9.01000000e-01  7.44127074e-02 
 9.02000000e-01  9.02000000e-01  7.37224235e-02 
 9.03000000e-01  9.03000000e-01  7.30377954e-02 
 9.04000000e-01  9.04000000e-01  7.23587670e-02 
 9.05000000e-01  9.05000000e-01  7.16852829e-02 
 9.06000000e-01  9.06000000e-01  7.10172887e-02 
 9.07000000e-01  9.07000000e-01  7.03547311e-02 
 9.08000000e-01  9.08000000e-01  6.96975575e-02 
 9.09000000e-01  9.09000000e-01  6.90457162e-02 
 9.10000000e-01  9.10000000e-01  6.83991564e-02 
 9.11000000e-01  9.11000000e-01  6.77578283e-02 
 9.12000000e-01  9.12000000e-01  6.71216826e-02 
 9.13000000e-01  9.13000000e-01  6.64906710e-02 
 9.14000000e-01  9.14000000e-01  6.58647460e-02 
 9.15000000e-01  9.15000000e-01  6.52438607e-02 
 9.16000000e-01  9.16000000e-01  6.46279692e-02 
 9.17000000e-01  9.17000000e-01  6.40170262e-02 
 9.18000000e-01  9.18000000e-01  6.34109870e-02 
 9.19000000e-01  9.19000000e-01  6.28098077e-02 
 9.20000000e-01  9.20000000e-01  6.22134452e-02 
 9.21000000e-01  9.21000000e-01  6.16218568e-02 
 9.22000000e-01  9.22000000e-01  6.10350008e-02 
 9.23000000e-01  9.23000000e-01  6.04528358e-02 
 9.24000000e-01  9.24000000e-01  5.98753213e-02 
 9.25000000e-01  9.25000000e-01  5.93024171e-02 
 9.26000000e-01  9.26000000e-01  5.87340840e-02 
 9.27000000e-01  9.27000000e-01  5.81702830e-02 
 9.28000000e-01  9.28000000e-01  5.76109760e-02 
 9.29000000e-01  9.29000000e-01  5.70561252e-02 
 9.30000000e-01  9.30000000e-01  5.65056934e-02 
 9.31000000e-01  9.31000000e-01  5.59596442e-02 
 9.32000000e-01  9.32000000e-01  5.54179413e-02 
 9.33000000e-01  9.33000000e-01  5.48805493e-02 
 9.34000000e-01  9.34000000e-01  5.43474331e-02 
 9.35000000e-01  9.35000000e-01  5.38185582e-02 
 9.36000000e-01  9.36000000e-01  5.32938904e-02 
 9.37000000e-01  9.37000000e-01  5.27733961e-02 
 9.38000000e-01  9.38000000e-01  5.22570423e-02 
 9.39000000e-01  9.39000000e-01  5.17447963e-02 
 9.40000000e-01  9.40000000e-01  5.12366257e-02 
 9.41000000e-01  9.41000000e-01  5.07324990e-02 
 9.42000000e-01  9.42000000e-01  5.02323846e-02 
 9.43000000e-01  9.43000000e-01  4.97362516e-02 
 9.44000000e-01  9.44000000e-01  4.92440696e-02 
 9.45000000e-01  9.45000000e-01  4.87558083e-02 
 9.46000000e-01  9.46000000e-01  4.82714382e-02 
 9.47000000e-01  9.47000000e-01  4.77909298e-02 
 9.48000000e-01  9.48000000e-01  4.73142541e-02 
 9.49000000e-01  9.49000000e-01  4.68413827e-02 
 9.50000000e-01  9.50000000e-01  4.63722873e-02 
 9.51000000e-01  9.51000000e-01  4.59069400e-02 
 9.52000000e-01  9.52000000e-01  4.54453134e-02 
 9.53000000e-01  9.53000000e-01  4.49873803e-02 
 9.54000000e-01  9.54000000e-01  4.45331139e-02 
 9.55000000e-01  9.55000000e-01  4.40824877e-02 
 9.56000000e-01  9.56000000e-01  4.36354755e-02 
 9.57000000e-01  9.57000000e-01  4.31920516e-02 
 9.58000000e-01  9.58000000e-01  4.27521905e-02 
 9.59000000e-01  9.59000000e-01  4.23158668e-02 
 9.60000000e-01  9.60000000e-01  4.18830558e-02 
 9.61000000e-01  9.61000000e-01  4.14537328e-02 
